,Station ID,Complex ID,GTFS Stop ID,Division,Line,Stop Name,Borough,Daytime Routes,Structure,GTFS Latitude,GTFS Longitude,North Direction Label,South Direction Label,ADA,ADA Direction Notes,ADA NB,ADA SB,Capital Outage NB,Capital Outage SB
483,509,509,S23,SIR,Staten Island,GRANT CITY,SI,SIR,Open Cut,40.578965,-74.109704,St George,Tottenville,0,,,,,
479,505,505,S27,SIR,Staten Island,GRASMERE,SI,SIR,Open Cut,40.603117,-74.084087,St George,Tottenville,0,,,,,
487,513,513,S19,SIR,Staten Island,GREAT KILLS,SI,SIR,Open Cut,40.551231,-74.151399,St George,Tottenville,1,,,,,
283,283,283,G26,IND,Crosstown,GREENPOINT AV,Bk,G,Subway,40.731352,-73.954449,Queens,Church Av,1,,,,,
444,444,444,503,IRT,Dyre Av,GUN HILL RD,Bx,5,Open Cut,40.869526,-73.846384,Eastchester - Dyre Av,Manhattan,1,,,,,
421,421,421,208,IRT,Lenox - White Plains Rd,GUN HILL RD,Bx,2 5,Elevated,40.87785,-73.866256,Wakefield - 241 St,Manhattan,1,,,,,
128,129,129,L19,BMT,Canarsie,HALSEY ST,Q,L,Subway,40.695602,-73.904084,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
93,94,94,J29,BMT,Jamaica,HALSEY ST,Bk,J,Elevated,40.68637,-73.916559,Jamaica,Manhattan,0,,,,,
436,436,436,301,IRT,Lenox - White Plains Rd,HARLEM-148 ST,M,3,Subway,40.82388,-73.93647,,Downtown & Brooklyn,0,,,,,
99,100,100,M14,BMT,Jamaica,HEWES ST,Bk,J M,Elevated,40.70687,-73.953431,Jamaica - Middle Village,Manhattan,0,,,,,
173,173,173,A40,IND,8th Av - Fulton St,HIGH ST,Bk,A C,Subway,40.699337,-73.990531,Manhattan,Euclid - Lefferts - Rockaways,0,,,,,
324,324,324,134,IRT,Broadway - 7Av,HOUSTON ST,M,1,Subway,40.728251,-74.005367,Uptown & The Bronx,Downtown,0,,,,,
198,198,198,H03,IND,Rockaway,HOWARD BEACH-JFK AIRPORT,Q,A,At Grade,40.660476,-73.830301,Manhattan,Rockaways,1,,,,,
336,336,336,233,IRT,Eastern Pky,HOYT ST,Bk,2 3,Subway,40.690545,-73.985065,Manhattan,Flatbush - New Lots,0,,,,,
175,175,175,A42,IND,8th Av - Fulton St,HOYT-SCHERMERHORN STS,Bk,A C G,Subway,40.688484,-73.985001,Manhattan - Church Av,Euclid Av & Queens - Court Sq,0,,,,,
490,516,516,S16,SIR,Staten Island,HUGUENOT,SI,SIR,Open Cut,40.533674,-74.191794,St George,Tottenville,0,,,,,
464,463,463,720,IRT,Flushing,HUNTERS POINT AV,Q,7,Subway,40.742216,-73.948916,Flushing,Manhattan,0,,,,,
371,371,371,613,IRT,Pelham,HUNTS POINT AV,Bx,6,Subway,40.820948,-73.890549,Pelham Bay Park,Manhattan,1,,,,,
431,431,431,218,IRT,Lenox - White Plains Rd,INTERVALE AV,Bx,2 5,Elevated,40.822181,-73.896736,Wakefield - Eastchester,Manhattan,0,,,,,
141,143,143,A02,IND,8th Av - Fulton St,INWOOD-207 ST,M,A,Subway,40.868072,-73.919899,,Downtown & Brooklyn,1,,,,,
433,433,433,220,IRT,Lenox - White Plains Rd,JACKSON AV,Bx,2 5,Elevated,40.81649,-73.907807,Wakefield - Eastchester,Manhattan,0,,,,,
267,267,616,G14,IND,Queens Blvd,JACKSON HTS-ROOSEVELT AV,Q,E F M R,Subway,40.746644,-73.891338,Forest Hills - Jamaica,Manhattan,1,,,,,
278,278,278,G05,IND,Queens - Archer,JAMAICA CENTER-PARSONS/ARCHER,Q,E J Z,Subway,40.702147,-73.801109,,Manhattan,1,,,,,
254,254,254,F01,IND,Queens Blvd,JAMAICA-179 ST,Q,F,Subway,40.712646,-73.783817,,Manhattan,1,,,,,
280,280,280,G07,IND,Queens - Archer,JAMAICA-VAN WYCK,Q,E,Subway,40.702566,-73.816859,Jamaica Center,Manhattan,1,,,,,
24,25,636,R29,BMT,Broadway,JAY ST-METROTECH,Bk,R,Subway,40.69218,-73.985942,Manhattan,Bay Ridge - 95 St,1,,,,,
174,174,636,A41,IND,8th Av - Fulton St,JAY ST-METROTECH,Bk,A C F,Subway,40.692338,-73.987342,Manhattan,Euclid - Lefferts - Rockaways - Coney Island,1,,,,,
482,508,508,S24,SIR,Staten Island,JEFFERSON AV,SI,SIR,Embankment,40.583591,-74.103338,St George,Tottenville,0,,,,,
125,126,126,L15,BMT,Canarsie,JEFFERSON ST,Bk,L,Subway,40.706607,-73.922913,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
451,451,451,707,IRT,Flushing,JUNCTION BLVD,Q,7,Elevated,40.749145,-73.869527,Flushing,Manhattan,1,,,,,
349,349,349,254,IRT,Eastern Pky,JUNIUS ST,Bk,3,Elevated,40.663515,-73.902447,Manhattan,New Lots,0,,,,,
259,259,259,F06,IND,Queens Blvd,KEW GARDENS-UNION TPKE,Q,E F,Subway,40.714441,-73.831008,Jamaica,Manhattan,1,,,,,
50,51,51,D35,BMT,Broadway - Brighton,KINGS HWY,Bk,B Q,Open Cut,40.60867,-73.957734,Manhattan,Brighton Beach & Coney Island,1,,,,,
250,250,250,F35,IND,6th Av - Culver,KINGS HWY,Bk,F,Elevated,40.603217,-73.972361,Manhattan,Coney Island,0,,,,,
76,77,77,N08,BMT,Sea Beach,KINGS HWY,Bk,N,Open Cut,40.603923,-73.980353,Manhattan,Coney Island,0,,,,,
212,212,212,D04,IND,Concourse,KINGSBRIDGE RD,Bx,B D,Subway,40.866978,-73.893509,Bedford Pk Blvd & 205 St,Manhattan,1,,,,,
381,381,381,406,IRT,Jerome Av,KINGSBRIDGE RD,Bx,4,Elevated,40.86776,-73.897174,Woodlawn,Manhattan,0,,,,,
344,344,344,249,IRT,Eastern Pky,KINGSTON AV,Bk,3,Subway,40.669399,-73.942161,Manhattan,New Lots,0,,,,,
180,180,180,A47,IND,8th Av - Fulton St,KINGSTON-THROOP AVS,Bk,C,Subway,40.679921,-73.940858,Manhattan,Euclid Av,0,,,,,
112,113,113,M09,BMT,Myrtle Av,KNICKERBOCKER AV,Bk,M,Elevated,40.698664,-73.919711,Manhattan,Metropolitan Av,0,,,,,
95,96,96,J31,BMT,Jamaica,KOSCIUSZKO ST,Bk,J,Elevated,40.693342,-73.928814,Jamaica,Manhattan,0,,,,,
176,176,176,A43,IND,8th Av - Fulton St,LAFAYETTE AV,Bk,C,Subway,40.686113,-73.973946,Manhattan,Euclid Av,0,,,,,
275,275,612,F11,IND,Queens Blvd,LEXINGTON AV/53 ST,M,E M,Subway,40.757552,-73.969055,Queens,Downtown & Brooklyn,1,,,,,
6,7,613,R11,BMT,Astoria,LEXINGTON AV/59 ST,M,N W R,Subway,40.76266,-73.967258,Queens,Downtown & Brooklyn,0,,,,,
223,223,223,B08,IND,63rd St,LEXINGTON AV/63 ST,M,F Q,Subway,40.764629,-73.966113,Uptown - Queens,Downtown & Brooklyn,1,,,,,
185,185,185,A52,IND,8th Av - Fulton St,LIBERTY AV,Bk,C,Subway,40.674542,-73.896548,Manhattan,Euclid Av,0,,,,,
134,135,135,L26,BMT,Canarsie,LIVONIA AV,Bk,L,Elevated,40.664038,-73.900571,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
372,372,372,614,IRT,Pelham,LONGWOOD AV,Bx,6,Subway,40.816104,-73.896435,Pelham Bay Park,Manhattan,0,,,,,
98,99,99,M13,BMT,Jamaica,LORIMER ST,Bk,J M,Elevated,40.703869,-73.947408,Jamaica - Middle Village,Manhattan,0,,,,,
120,121,629,L10,BMT,Canarsie,LORIMER ST,Bk,L,Subway,40.714063,-73.950275,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
296,296,296,106,IRT,Broadway - 7Av,MARBLE HILL-225 ST,M,1,Elevated,40.874561,-73.909831,242 St,Downtown,0,,,,,
100,101,101,M16,BMT,Jamaica,MARCY AV,Bk,J M Z,Elevated,40.708359,-73.957757,Jamaica - Middle Village,Manhattan,1,,,,,
285,285,629,G29,IND,Crosstown,METROPOLITAN AV,Bk,G,Subway,40.712792,-73.951418,Queens,Church Av,0,,,,,
448,448,448,702,IRT,Flushing,METS-WILLETS POINT,Q,7,Elevated,40.754622,-73.845625,Flushing,Manhattan,0,,,,,
107,108,108,M01,BMT,Myrtle Av,MIDDLE VILLAGE-METROPOLITAN AV,Q,M,Elevated,40.711396,-73.889601,Manhattan,,1,,,,,
362,362,362,603,IRT,Pelham,MIDDLETOWN RD,Bx,6,Elevated,40.843863,-73.836322,Pelham Bay Park,Manhattan,0,,,,,
123,124,124,L13,BMT,Canarsie,MONTROSE AV,Bk,L,Subway,40.707739,-73.93985,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
124,125,125,L14,BMT,Canarsie,MORGAN AV,Bk,L,Subway,40.706152,-73.933147,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
446,446,446,505,IRT,Dyre Av,MORRIS PARK,Bx,5,Open Cut,40.854364,-73.860495,Eastchester - Dyre Av,Manhattan,0,,,,,
368,368,368,610,IRT,Pelham,MORRISON AV-SOUNDVIEW,Bx,6,Elevated,40.829521,-73.874516,Pelham Bay Park,Manhattan,0,,,,,
379,379,379,402,IRT,Jerome Av,MOSHOLU PKWY,Bx,4,Elevated,40.87975,-73.884655,Woodlawn,Manhattan,0,,,,,
386,386,386,411,IRT,Jerome Av,MT EDEN AV,Bx,4,Elevated,40.844434,-73.914685,Woodlawn,Manhattan,0,,,,,
96,97,97,M11,BMT,Jamaica,MYRTLE AV,Bk,J M Z,Elevated,40.697207,-73.935657,Jamaica - Middle Village,Manhattan,0,,,,,
288,288,288,G32,IND,Crosstown,MYRTLE-WILLOUGHBY AVS,Bk,G,Subway,40.694568,-73.949046,Queens,Church Av,0,,,,,
127,128,630,L17,BMT,Canarsie,MYRTLE-WYCKOFF AVS,Bk,L,Subway,40.699814,-73.911586,Manhattan,Canarsie - Rockaway Parkway,1,,,,,
111,112,630,M08,BMT,Myrtle Av,MYRTLE-WYCKOFF AVS,Bk,M,Elevated,40.69943,-73.912385,Manhattan,Metropolitan Av,1,,,,,
284,284,284,G28,IND,Crosstown,NASSAU AV,Bk,G,Subway,40.724635,-73.951277,Queens,Church Av,0,,,,,
52,53,53,D38,BMT,Broadway - Brighton,NECK RD,Bk,Q,Open Cut,40.595246,-73.955161,Manhattan,Brighton Beach & Coney Island,0,,,,,
253,253,253,F39,IND,6th Av - Culver,NEPTUNE AV,Bk,F,Elevated,40.581011,-73.974574,Manhattan,Stillwell Av,0,,,,,
417,417,417,204,IRT,Lenox - White Plains Rd,NEREID AV,Bx,2 5,Elevated,40.898379,-73.854376,Wakefield - 241 St,Manhattan,0,,,,,
337,337,337,234,IRT,Eastern Pky,NEVINS ST,Bk,2 3 4 5,Subway,40.688246,-73.980492,Manhattan,Flatbush - Utica - New Lots,0,,,,,
484,510,510,S22,SIR,Staten Island,NEW DORP,SI,SIR,Open Cut,40.57348,-74.11721,St George,Tottenville,0,,,,,
352,352,352,257,IRT,Eastern Pky,NEW LOTS AV,Bk,3,Elevated,40.666235,-73.884079,Manhattan,,0,,,,,
135,136,136,L27,BMT,Canarsie,NEW LOTS AV,Bk,L,Elevated,40.658733,-73.899232,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
72,73,615,N04,BMT,Sea Beach,NEW UTRECHT AV,Bk,N,Open Cut,40.624842,-73.996353,Manhattan,Coney Island,1,,,,,
358,358,358,246,IRT,Nostrand,NEWKIRK AV - LITTLE HAITI,Bk,2 5,Subway,40.639967,-73.948411,Manhattan,Flatbush,0,,,,,
46,47,47,D31,BMT,Broadway - Brighton,NEWKIRK PLAZA,Bk,B Q,Open Cut,40.635082,-73.962793,Manhattan,Brighton Beach & Coney Island,0,,,,,
269,269,269,G16,IND,Queens Blvd,NORTHERN BLVD,Q,M R,Subway,40.752885,-73.906006,Forest Hills,Manhattan,0,,,,,
87,88,88,J21,BMT,Jamaica,NORWOOD AV,Bk,J Z,Elevated,40.68141,-73.880039,Jamaica,Manhattan,0,,,,,
210,210,210,D01,IND,Concourse,NORWOOD-205 ST,Bx,D,Subway,40.874811,-73.878855,,Manhattan,0,,,,,
179,179,179,A46,IND,8th Av - Fulton St,NOSTRAND AV,Bk,A C,Subway,40.680438,-73.950426,Manhattan,Euclid - Lefferts - Rockaways,0,,,,,
343,343,343,248,IRT,Eastern Pky,NOSTRAND AV,Bk,3,Subway,40.669847,-73.950466,Manhattan,New Lots,0,,,,,
485,511,511,S21,SIR,Staten Island,OAKWOOD HEIGHTS,SI,SIR,Open Cut,40.56511,-74.12632,St George,Tottenville,0,,,,,
55,56,56,D41,BMT,Broadway - Brighton,OCEAN PKWY,Bk,Q,Elevated,40.576312,-73.968501,Manhattan,Stillwell Av,0,,,,,
480,506,506,S26,SIR,Staten Island,OLD TOWN,SI,SIR,Embankment,40.596612,-74.087368,St George,Tottenville,0,,,,,
195,195,195,A65,IND,Liberty Av,OZONE PARK-LEFFERTS BLVD,Q,A,Elevated,40.685951,-73.825798,Manhattan,,1,,,,,
139,141,141,S03,BMT,Franklin Shuttle,PARK PL,Bk,S,Open Cut,40.674772,-73.957624,Franklin Av,Prospect Park,1,,,,,
331,331,624,228,IRT,Clark St,PARK PLACE,M,2 3,Subway,40.713051,-74.008811,Uptown & The Bronx,Downtown & Brooklyn,0,,,,,
366,366,366,608,IRT,Pelham,PARKCHESTER,Bx,6,Elevated,40.833226,-73.860816,Pelham Bay Park,Manhattan,0,,,,,
42,43,43,D27,BMT,Broadway - Brighton,PARKSIDE AV,Bk,Q,Open Cut,40.655292,-73.961495,Manhattan,Brighton Beach & Coney Island,0,,,,,
256,256,256,F03,IND,Queens Blvd,PARSONS BLVD,Q,F,Subway,40.707564,-73.803326,179 St,Manhattan,0,,,,,
360,360,360,601,IRT,Pelham,PELHAM BAY PARK,Bx,6,Elevated,40.852462,-73.828121,,Manhattan,1,,,,,
424,424,424,211,IRT,Lenox - White Plains Rd,PELHAM PKWY,Bx,2 5,Elevated,40.857192,-73.867615,Wakefield - 241 St,Manhattan,1,,,,,
445,445,445,504,IRT,Dyre Av,PELHAM PKWY,Bx,5,Open Cut,40.858985,-73.855359,Eastchester - Dyre Av,Manhattan,0,,,,,
350,350,350,255,IRT,Eastern Pky,PENNSYLVANIA AV,Bk,3,Elevated,40.664635,-73.894895,Manhattan,New Lots,0,,,,,
492,518,518,S14,SIR,Staten Island,PLEASANT PLAINS,SI,SIR,Embankment,40.52241,-74.217847,St George,Tottenville,0,,,,,
353,353,353,241,IRT,Nostrand,PRESIDENT STREET-MEDGAR EVERS COLLEGE,Bk,2 5,Subway,40.667883,-73.950683,Manhattan,Flatbush,0,,,,,
16,17,17,R22,BMT,Broadway - Brighton,PRINCE ST,M,R W,Subway,40.724329,-73.997702,Uptown & Queens,Downtown & Brooklyn,0,,,,,
491,517,517,S15,SIR,Staten Island,PRINCE'S BAY,SI,SIR,Open Cut,40.525507,-74.200064,St George,Tottenville,0,,,,,
29,30,30,R34,BMT,4th Av,PROSPECT AV,Bk,R,Subway,40.665414,-73.992872,Manhattan,Bay Ridge - 95 St,0,,,,,
432,432,432,219,IRT,Lenox - White Plains Rd,PROSPECT AV,Bx,2 5,Elevated,40.819585,-73.90177,Wakefield - Eastchester,Manhattan,0,,,,,
41,42,42,D26,BMT,Broadway - Brighton,PROSPECT PARK,Bk,B Q S,Open Cut,40.661614,-73.962246,Manhattan & Franklin Av,Brighton Beach & Coney Island,1,,,,,
273,273,273,G21,IND,Queens Blvd,QUEENS PLAZA,Q,E M R,Subway,40.748973,-73.937243,Forest Hills - Jamaica,Manhattan,1,,,,,
461,461,461,718,IRT,Flushing,QUEENSBORO PLAZA,Q,7,Elevated,40.750582,-73.940202,Astoria - Flushing,Manhattan,0,,,,,
462,461,461,R09,BMT,Astoria,QUEENSBORO PLAZA,Q,N W,Elevated,40.750582,-73.940202,Astoria - Flushing,Manhattan,0,,,,,
182,182,182,A49,IND,8th Av - Fulton St,RALPH AV,Bk,C,Subway,40.678822,-73.920786,Manhattan,Euclid Av,0,,,,,
21,22,22,R26,BMT,Broadway,RECTOR ST,M,R W,Subway,40.70722,-74.013342,Uptown & Queens,Downtown & Brooklyn,0,,,,,
329,329,329,139,IRT,Broadway - 7Av,RECTOR ST,M,1,Subway,40.707513,-74.013783,Uptown & The Bronx,Downtown,0,,,,,
493,519,519,S13,SIR,Staten Island,RICHMOND VALLEY,SI,SIR,Open Cut,40.519631,-74.229141,St George,Tottenville,0,,,,,
348,348,348,253,IRT,Eastern Pky,ROCKAWAY AV,Bk,3,Elevated,40.662549,-73.908946,Manhattan,New Lots,0,,,,,
183,183,183,A50,IND,8th Av - Fulton St,ROCKAWAY AV,Bk,C,Subway,40.67834,-73.911946,Manhattan,Euclid Av,0,,,,,
192,192,192,A61,IND,Liberty Av,ROCKAWAY BLVD,Q,A,Elevated,40.680429,-73.843853,Manhattan,Lefferts - Rockaways,0,,,,,
203,203,203,H15,IND,Rockaway,ROCKAWAY PARK-BEACH 116 ST,Q,A S,At Grade,40.580903,-73.835592,Manhattan,,1,,,,,
222,222,222,B06,IND,63rd St,ROOSEVELT ISLAND,M,F,Subway,40.759145,-73.95326,Queens,Manhattan,1,,,,,
347,347,347,252,IRT,Eastern Pky,SARATOGA AV,Bk,3,Elevated,40.661453,-73.916327,Manhattan,New Lots,0,,,,,
110,111,111,M06,BMT,Myrtle Av,SENECA AV,Q,M,Elevated,40.702762,-73.90774,Manhattan,Metropolitan Av,0,,,,,
53,54,54,D39,BMT,Broadway - Brighton,SHEEPSHEAD BAY,Bk,B Q,Open Cut,40.586896,-73.954155,Manhattan,Brighton Beach & Coney Island,0,,,,,
187,187,187,A54,IND,8th Av - Fulton St,SHEPHERD AV,Bk,C,Subway,40.67413,-73.88075,Manhattan,Euclid Av,0,,,,,
430,430,430,217,IRT,Lenox - White Plains Rd,SIMPSON ST,Bx,2 5,Elevated,40.824073,-73.893064,Wakefield - Eastchester,Manhattan,1,,,,,
238,238,238,F22,IND,6th Av - Culver,SMITH-9 STS,Bk,F G,Viaduct,40.67358,-73.995959,Manhattan - Queens,Church Av - Coney Island,0,,,,,
330,330,635,142,IRT,Broadway - 7Av,SOUTH FERRY,M,1,Subway,40.702068,-74.013664,Uptown & The Bronx,,1,,,,,
409,409,409,638,IRT,Lexington Av,SPRING ST,M,6,Subway,40.722301,-73.997141,Uptown & The Bronx,Downtown,0,,,,,
168,168,168,A33,IND,8th Av - Fulton St,SPRING ST,M,C E,Subway,40.726227,-74.003739,Uptown - Queens,Downtown & Brooklyn,0,,,,,
475,501,501,S31,SIR,Staten Island,ST GEORGE,SI,SIR,Open Cut,40.643748,-74.073643,,Tottenville,1,,,,,
367,367,367,609,IRT,Pelham,ST LAWRENCE AV,Bx,6,Elevated,40.831509,-73.867618,Pelham Bay Park,Manhattan,0,,,,,
477,503,503,S29,SIR,Staten Island,STAPLETON,SI,SIR,Elevated,40.627915,-74.075162,St George,Tottenville,0,,,,,
271,271,271,G19,IND,Queens Blvd,STEINWAY ST,Q,M R,Subway,40.756879,-73.92074,Forest Hills,Manhattan,0,,,,,
354,354,354,242,IRT,Nostrand,STERLING ST,Bk,2 5,Subway,40.662742,-73.95085,Manhattan,Flatbush,0,,,,,
257,257,257,F04,IND,Queens Blvd,SUTPHIN BLVD,Q,F,Subway,40.70546,-73.810708,179 St,Manhattan,0,,,,,
279,279,279,G06,IND,Queens - Archer,SUTPHIN BLVD-ARCHER AV-JFK AIRPORT,Q,E J Z,Subway,40.700486,-73.807969,Jamaica Center,Manhattan,1,,,,,
133,134,134,L25,BMT,Canarsie,SUTTER AV,Bk,L,Elevated,40.669367,-73.901975,Manhattan,Canarsie - Rockaway Parkway,0,,,,,
346,346,346,251,IRT,Eastern Pky,SUTTER AV-RUTLAND RD,Bk,3,Elevated,40.664717,-73.92261,Manhattan,New Lots,0,,,,,
10,11,611,R16,BMT,Broadway - Brighton,TIMES SQ-42 ST,M,N Q R W,Subway,40.754672,-73.986754,Uptown & Queens,Downtown & Brooklyn,1,,,,,
317,317,611,127,IRT,Broadway - 7Av,TIMES SQ-42 ST,M,1 2 3,Subway,40.75529,-73.987495,Uptown & The Bronx,Downtown & Brooklyn,1,,,,,
469,468,611,902,IRT,Lexington - Shuttle,TIMES SQ-42 ST,M,S,Subway,40.755983,-73.986229,,Grand Central,0,,,,,
468,467,611,725,IRT,Flushing,TIMES SQ-42 ST,M,7,Subway,40.755477,-73.987691,Queens,34 St - Hudson Yards,1,,,,,
476,502,502,S30,SIR,Staten Island,TOMPKINSVILLE,SI,SIR,At Grade,40.636949,-74.074835,St George,Tottenville,0,,,,,
494,522,522,S09,SIR,Staten Island,TOTTENVILLE,SI,SIR,At Grade,40.512764,-74.251961,St George,,1,,,,,
215,215,215,D07,IND,Concourse,TREMONT AV,Bx,B D,Subway,40.85041,-73.905227,Bedford Pk Blvd & 205 St,Manhattan,0,,,,,
27,28,28,R32,BMT,4th Av,UNION ST,Bk,R,Subway,40.677316,-73.98311,Manhattan,Bay Ridge - 95 St,0,,,,,
181,181,181,A48,IND,8th Av - Fulton St,UTICA AV,Bk,A C,Subway,40.679364,-73.930729,Manhattan,Euclid - Lefferts - Rockaways,1,,,,,
293,293,293,101,IRT,Broadway - 7Av,VAN CORTLANDT PARK-242 ST,Bx,1,Elevated,40.889248,-73.898583,,Manhattan,0,,,,,
186,186,186,A53,IND,8th Av - Fulton St,VAN SICLEN AV,Bk,C,Subway,40.67271,-73.890358,Manhattan,Euclid Av,0,,,,,
351,351,351,256,IRT,Eastern Pky,VAN SICLEN AV,Bk,3,Elevated,40.665449,-73.889395,Manhattan,New Lots,0,,,,,
89,90,90,J23,BMT,Jamaica,VAN SICLEN AV,Bk,J Z,Elevated,40.678024,-73.891688,Jamaica,Manhattan,0,,,,,
465,464,464,721,IRT,Flushing,VERNON BLVD-JACKSON AV,Q,7,Subway,40.742626,-73.953581,Flushing,Manhattan,0,,,,,
166,167,167,A32,IND,8th Av - Fulton St,W 4 ST-WASH SQ,M,A C E,Subway,40.732338,-74.000495,Uptown - Queens,Downtown & Brooklyn,1,,,,,
167,167,167,D20,IND,6th Av - Culver,W 4 ST-WASH SQ,M,B D F M,Subway,40.732338,-74.000495,Uptown - Queens,Downtown & Brooklyn,1,,,,,
56,57,57,D42,BMT,Broadway - Brighton,W 8 ST-NY AQUARIUM,Bk,F Q,Elevated,40.576127,-73.975939,Manhattan,Stillwell Av,0,,,,,
328,328,328,138,IRT,Broadway - 7Av,WTC CORTLANDT,M,1,Subway,40.711835,-74.012188,Uptown & The Bronx,Downtown,1,,,,,
416,416,416,201,IRT,Lenox - White Plains Rd,WAKEFIELD-241 ST,Bx,2,Elevated,40.903125,-73.85062,,Manhattan,0,,,,,
333,333,333,230,IRT,Clark St,WALL ST,M,2 3,Subway,40.706821,-74.0091,Uptown & The Bronx,Brooklyn,0,,,,,
413,413,413,419,IRT,Lexington Av,WALL ST,M,4 5,Subway,40.707557,-74.011862,Uptown & The Bronx,Downtown & Brooklyn,0,,,,,
427,427,427,214,IRT,Lenox - White Plains Rd,WEST FARMS SQ-E TREMONT AV,Bx,2 5,Elevated,40.840295,-73.880049,Wakefield - Eastchester,Manhattan,0,,,,,
363,363,363,604,IRT,Pelham,WESTCHESTER SQ-E TREMONT AV,Bx,6,Elevated,40.839892,-73.842952,Pelham Bay Park,Manhattan,0,,,,,
22,23,635,R27,BMT,Broadway,WHITEHALL ST-SOUTH FERRY,M,R W,Subway,40.703087,-74.012994,Uptown & Queens,Brooklyn,0,,,,,
370,370,370,612,IRT,Pelham,WHITLOCK AV,Bx,6,Elevated,40.826525,-73.886283,Pelham Bay Park,Manhattan,0,,,,,
129,130,130,L20,BMT,Canarsie,WILSON AV,Bk,L,Subway,40.688764,-73.904046,Manhattan,Canarsie - Rockaway Parkway,2,Manhattan-bound only,1.0,0.0,,
355,355,355,243,IRT,Nostrand,WINTHROP ST,Bk,2 5,Subway,40.656652,-73.9502,Manhattan,Flatbush,0,,,,,
264,264,264,G11,IND,Queens Blvd,WOODHAVEN BLVD,Q,M R,Subway,40.733106,-73.869229,Forest Hills,Manhattan,0,,,,,
82,83,83,J15,BMT,Jamaica,WOODHAVEN BLVD,Q,J Z,Elevated,40.693879,-73.851576,Jamaica,Manhattan,0,,,,,
378,378,378,401,IRT,Jerome Av,WOODLAWN,Bx,4,Elevated,40.886037,-73.878751,,Manhattan,0,,,,,
456,456,456,712,IRT,Flushing,WOODSIDE-61 ST,Q,7,Elevated,40.74563,-73.902984,Flushing,Manhattan,1,,,,,
171,171,624,E01,IND,8th Av - Fulton St,WORLD TRADE CENTER,M,E,Subway,40.712582,-74.009781,Uptown & Queens,,1,,,,,
235,235,235,F18,IND,6th Av - Culver,YORK ST,Bk,F,Subway,40.701397,-73.986751,Manhattan,Coney Island,0,,,,,
364,364,364,606,IRT,Pelham,ZEREGA AV,Bx,6,Elevated,40.836488,-73.847036,Pelham Bay Park,Manhattan,0,,,,,
