,complex_id,Stop Name,Complex_id,cs_ibx_peak,cs_ibx_offpeak,cs_noibx_peak,cs_noibx_offpeak
213,176,LAFAYETTE AV,A43,0.0199480914475961,0.0118524925703514,0.0199685476488495,0.0119095482762606
214,177,CLINTON-WASHINGTON AVS,A44,0.0196109323908397,0.0116989726618875,0.0196183955903761,0.0117497683489962
215,179,NOSTRAND AV,A46,0.01929774425522,0.0117063742395961,0.0192850931966973,0.0117534191580489
216,180,KINGSTON-THROOP AVS,A47,0.0186217368829916,0.0112717887364401,0.0185827466073363,0.0113049876181431
217,181,UTICA AV,A48,0.018539611500737,0.0113740778398957,0.0184678979543423,0.0114064001370776
218,182,RALPH AV,A49,0.0179307247248279,0.0109589703316815,0.0178080176385936,0.0109772349971105
219,183,ROCKAWAY AV,A50,0.0176737490957407,0.0108361264631356,0.0174995472409856,0.0108472225324956
220,185,LIBERTY AV,A52,0.0170194841180957,0.0105635871046611,0.0168123365492516,0.010568979125521
221,186,VAN SICLEN AV,A53,0.0167000344069996,0.010439640198566,0.0165010994863457,0.010445128789319
222,187,SHEPHERD AV,A54,0.0162491275313983,0.0102616314334017,0.0160614767171322,0.0102672396955503
223,188,EUCLID AV,A55,0.0161735075792858,0.0103693883016546,0.0159998656126491,0.0103803454111334
224,189,GRANT AV,A57,0.0156375200708942,0.0100549436765059,0.0154330334217223,0.010061761028668
225,190,80 ST,A59,0.0153636869075489,0.0099410149911397,0.0151666439680091,0.0099478464495046
226,191,88 ST,A60,0.0150692516001501,0.0098169046253376,0.0148800415957701,0.0098237406419908
227,192,ROCKAWAY BLVD,A61,0.0147810205670315,0.0096937611182388,0.0145993081741188,0.0097005911046763
228,193,104 ST,A63,0.0145354640969512,0.0095875383814931,0.0143597435149564,0.0095942374415189
229,194,111 ST,A64,0.0142932443173363,0.0094815552903586,0.0141233227917272,0.0094881185902555
230,195,OZONE PARK-LEFFERTS BLVD,A65,0.0140509686644057,0.0093743311524448,0.0138867373137316,0.009380752103688
231,221,21 ST-QUEENSBRIDGE,B04,0.0202098380252984,0.0122278959224538,0.0202023175325918,0.0122324218124071
232,222,ROOSEVELT ISLAND,B06,0.0209499781570211,0.0125104257233696,0.0209979669316624,0.012526243565902
233,224,57 ST,B10,0.022263777337574,0.0129981562418495,0.0223727408485077,0.0130341429041752
234,59,9 AV,B12,0.0166929494292807,0.0104084126635485,0.0165322981746119,0.0103454245020294
235,60,FORT HAMILTON PKWY,B13,0.016411472147145,0.0102938755794107,0.0162104261338836,0.0102187761186737
236,61,50 ST,B14,0.0161802945624228,0.0101979210050546,0.0159424356004648,0.0101119914614784
237,62,55 ST,B15,0.0159678648248368,0.0101009795918163,0.0156749724007936,0.0100036986367673
238,64,71 ST,B17,0.0153683082897268,0.0098455438074075,0.0150379046699832,0.0097402844511622
239,65,79 ST,B18,0.0150302760215085,0.0097119172495183,0.0147304273833803,0.0096101436821406
240,66,18 AV,B19,0.0147448954757484,0.0095957580956602,0.0144666545904883,0.009496997747481
241,67,20 AV,B20,0.0145410136630811,0.0095086879596038,0.01427387906545,0.0094121860313994
242,68,BAY PKWY,B21,0.0143457900456631,0.009424355382221,0.0140892464325672,0.0093300301253185
243,69,25 AV,B22,0.014054670794182,0.0092972176504712,0.0138140032418047,0.0092061566685153
244,70,BAY 50 ST,B23,0.0137307210674843,0.0091369683899023,0.0135084384302084,0.0090511818666811
245,210,NORWOOD-205 ST,D01,0.013169455159795,0.0088257154779374,0.0132465461022929,0.0088723606843021
246,211,BEDFORD PARK BLVD,D03,0.0142202594030336,0.009431871161275,0.0142962584980594,0.0094669015602316
247,212,KINGSBRIDGE RD,D04,0.0145960924496385,0.0095957518223267,0.01467616627145,0.0096320094881624
248,213,FORDHAM RD,D05,0.0149197711266124,0.0097345910024451,0.0150034050929553,0.0097718902024917
249,214,182-183 STS,D06,0.0152115210190717,0.0098579527012106,0.0152983987086453,0.009896176374401
250,215,TREMONT AV,D07,0.0155648906818963,0.0100051572375692,0.0156557410164998,0.0100444827558203
251,216,174-175 STS,D08,0.0158891617815099,0.0101381549047559,0.0159836998304418,0.0101784746856228
252,217,170 ST,D09,0.0162957686059863,0.0103021710137693,0.0163949885818583,0.010343715631238
253,218,167 ST,D10,0.0167019284203169,0.0104630286392135,0.0168058918774957,0.0105057740394987
254,220,155 ST,D12,0.0176613045420902,0.0108380858610019,0.0177722519688517,0.0108820871906546
255,277,7 AV,D14,0.0234013002733491,0.0135566687255345,0.023509716195894,0.0135955330553987
256,225,47-50 STS-ROCKEFELLER CTR,D15,0.0246688752234236,0.0145719098456954,0.0248189493614019,0.0146399732090475
257,228,23 ST,D18,0.0234669258517506,0.0137109196460864,0.0235868478167939,0.0137571596916272
258,231,GRAND ST,D22,0.0219766138061384,0.0125275296058439,0.022015206149346,0.0125383468971704
259,41,7 AV,D25,0.0204818707168331,0.0124000512591866,0.0203492623016919,0.012375350593889
260,43,PARKSIDE AV,D27,0.019061787480774,0.0118087216133829,0.0187952263122003,0.0117484712430001
261,44,CHURCH AV,D28,0.018773166833128,0.011687841347182,0.0184660724169128,0.0116188532699976
262,45,BEVERLEY RD,D29,0.0184087455872656,0.0115243252800819,0.018026739020602,0.0114433979611635
263,46,CORTELYOU RD,D30,0.0182565824055794,0.0114485368981686,0.0178256662957522,0.0113618858935894
264,47,NEWKIRK PLAZA,D31,0.0180277111495243,0.0113138173952113,0.0174714058621217,0.0112169760824214
265,48,AVENUE H,D32,0.0188992077989706,0.0117529353354196,0.0171219792912548,0.0110719543468253
266,49,AVENUE J,D33,0.0175457915919728,0.0110733728654475,0.0168772673851382,0.0109689402324352
267,50,AVENUE M,D34,0.0170666829637662,0.0108935781917128,0.0164661588093205,0.0107937071750994
268,51,KINGS HWY,D35,0.0165270381284628,0.0106856794206258,0.0160002725855895,0.0105912239513423
269,52,AVENUE U,D37,0.0160070931355174,0.0104791003568555,0.0155460862833617,0.010389990136446
270,53,NECK RD,D38,0.0158009493846393,0.0103954556286958,0.0153655848367086,0.0103085644008191
271,54,SHEEPSHEAD BAY,D39,0.0154199057178877,0.0102281757139992,0.0150141649148109,0.0101455925522658
272,55,BRIGHTON BEACH,D40,0.0149684629982372,0.0100212405701579,0.0145984474920016,0.009943490961955
273,56,OCEAN PKWY,D41,0.0142411623020895,0.0094890434121507,0.0138743668411963,0.0094068472636337
274,57,W 8 ST-NY AQUARIUM,D42,0.01467526241927,0.0100699537748846,0.0143646431312424,0.0099968746188689
275,58,CONEY ISLAND-STILLWELL AV,D43,0.0146785207050358,0.0102674869897895,0.0143669344427459,0.0101948069890532
276,254,JAMAICA-179 ST,F01,0.0131378193834117,0.0090266357254096,0.0130143205277463,0.0089953969824344
277,255,169 ST,F02,0.013473942166959,0.0091840485356731,0.0133440575241305,0.0091517047675181
278,256,PARSONS BLVD,F03,0.0138355051628699,0.009350607602537,0.0136985515491826,0.0093170636116144
279,257,SUTPHIN BLVD,F04,0.0141206356067885,0.0094799799850786,0.0139779593186247,0.0094454808092501
280,258,BRIARWOOD,F05,0.0151946706914422,0.0101731518178942,0.0151107327669541,0.0101478024630699
281,259,KEW GARDENS-UNION TPKE,F06,0.0157354700314105,0.0104128662049785,0.0156457754493206,0.0103862786772622
282,260,75 AV,F07,0.0159859313105645,0.0105318855690568,0.0158731315703286,0.0105031308900352
283,276,5 AV/53 ST,F12,0.0222761707339963,0.0129233615147462,0.0223965584101959,0.0129736553365321
284,232,2 AV,F14,0.0224905652642997,0.0131072300684618,0.0225673981940595,0.0131400886897104
285,234,EAST BROADWAY,F16,0.0218627472616806,0.012884719032223,0.021894723300925,0.0129067360610962
286,235,YORK ST,F18,0.0212988643380351,0.012612269546308,0.0212983857659455,0.0126176992828696
287,236,BERGEN ST,F20,0.0209652129999439,0.0125138562938749,0.0209067869432956,0.0125063765575444
288,237,CARROLL ST,F21,0.0204717026766144,0.0123241998312223,0.020356303566878,0.0123048490591918
289,238,SMITH-9 STS,F22,0.0200384623045131,0.0121410530977273,0.0198725779512552,0.0121086931733415
290,240,7 AV,F24,0.0191550899475621,0.011774779823234,0.0188606455328805,0.0117115692345089
291,241,15 ST-PROSPECT PARK,F25,0.0187887882865801,0.0116261150228733,0.0184256504056746,0.0115471965358658
292,242,FORT HAMILTON PKWY,F26,0.018216005605538,0.0113920210435563,0.0177439933764305,0.0112823175682877
293,243,CHURCH AV,F27,0.0176101108218959,0.011055486928443,0.0170328954890369,0.0109088780250274
294,244,DITMAS AV,F29,0.0172512732815492,0.0108946493165119,0.0165695554049926,0.0107188449224615
295,245,18 AV,F30,0.0170145499480672,0.0107712066966773,0.0162193339728089,0.0105713210197646
296,246,AVENUE I,F31,0.0178443954277647,0.0114226253527589,0.0159840037369931,0.0104707113656386
297,247,BAY PKWY,F32,0.0165871370819175,0.0105798201307679,0.0157495413788519,0.0103692468093727
298,248,AVENUE N,F33,0.0162395909413255,0.0104494713216804,0.0154713532662039,0.0102469717147657
299,249,AVENUE P,F34,0.0158767060867263,0.0103107320005824,0.0151831290261262,0.0101191017510387
300,250,KINGS HWY,F35,0.0155631424006436,0.0101870762874042,0.0149287777547335,0.0100050873807439
301,251,AVENUE U,F36,0.0151917474687684,0.0100372719142591,0.0146454097994566,0.0098685531604457
302,252,AVENUE X,F38,0.0148881998144908,0.0099068597652191,0.0144086798348011,0.009756208947348
303,253,NEPTUNE AV,F39,0.0145263066361557,0.0097420477374909,0.0141203464642515,0.0096146340366622
304,278,JAMAICA CENTER-PARSONS/ARCHER,G05,0.0150057317553275,0.0101006580687321,0.0148780549979609,0.0100939721696533
305,279,SUTPHIN BLVD-ARCHER AV-JFK AIRPORT,G06,0.0153071718958978,0.0102363508794162,0.0151742133691723,0.010229488633791
306,280,JAMAICA-VAN WYCK,G07,0.0146909997618345,0.0096025354749119,0.0145942436806785,0.0095679559124484
307,261,FOREST HILLS-71 AV,G08,0.0164489493175542,0.0110084985121298,0.0163048233426665,0.0109843960576465
308,262,67 AV,G09,0.0155585807558531,0.0103353754577477,0.0152956492648218,0.0102926641444675
309,263,63 DR-REGO PARK,G10,0.0159494564696038,0.0105369910316571,0.0156511129032983,0.0104921927958668
310,264,WOODHAVEN BLVD,G11,0.0163504456161202,0.0107219357853796,0.0159875681306784,0.010675191187466
311,265,GRAND AV-NEWTOWN,G12,0.0168221521857043,0.0109308689110649,0.0163758441590854,0.0108818887869488
312,266,ELMHURST AV,G13,0.0172764786642301,0.0111283899916083,0.0167724166476837,0.0110772746012315
313,268,65 ST,G15,0.0178002587087156,0.0113852904167537,0.017351856886619,0.0113411697547184
314,269,NORTHERN BLVD,G16,0.0181032722067879,0.0115690968518293,0.0178013254148237,0.0115395883924502
315,270,46 ST,G18,0.0184563389061169,0.0117645174521393,0.0182759467771901,0.0117456794592216
316,271,STEINWAY ST,G19,0.0188334832893629,0.0119406739718072,0.0187105777678155,0.0119309424545601
317,272,36 ST,G20,0.0194103595873314,0.0121965158102819,0.0193543874659931,0.0121990154644758
318,273,QUEENS PLAZA,G21,0.020825287510347,0.0128971764304593,0.0208036755273446,0.0129131481140384
319,282,21 ST,G24,0.0173358403757132,0.0097594234470575,0.0173300927370303,0.0097724328177679
320,283,GREENPOINT AV,G26,0.0172566667094387,0.0097601093215284,0.0172334679741759,0.0097697527198386
321,284,NASSAU AV,G28,0.0172797136201086,0.009779789234503,0.0172511288000727,0.0097880101796774
322,286,BROADWAY,G30,0.0173838825959619,0.0098346966337062,0.0173502122990498,0.0098417993305307
323,287,FLUSHING AV,G31,0.0173403615027411,0.009825186150343,0.0173093869360004,0.0098331815918294
324,288,MYRTLE-WILLOUGHBY AVS,G32,0.0173570127119281,0.0098327929289815,0.0173286589635307,0.00984171169196
325,289,BEDFORD-NOSTRAND AVS,G33,0.0175129872659929,0.009883204059148,0.0174889455416034,0.0098937696516944
326,290,CLASSON AV,G34,0.0177148470974361,0.0099467374023549,0.0176953852544914,0.0099590578090381
327,291,CLINTON-WASHINGTON AVS,G35,0.0179471667227828,0.0100172292192188,0.0179322180755095,0.0100312503918978
328,292,FULTON ST,G36,0.0182686312724229,0.0101094199294583,0.0182596018427626,0.0101255403672658
329,196,AQUEDUCT RACETRACK,H01,0.014110793573924,0.0094009221784798,0.013945770305672,0.0094076532649879
330,197,AQUEDUCT-N CONDUIT AV,H02,0.014110793573924,0.0094009221784798,0.013945770305672,0.0094076532649879
331,198,HOWARD BEACH-JFK AIRPORT,H03,0.0137479707855425,0.0092384885668655,0.01359160578385,0.0092451408254653
332,199,BROAD CHANNEL,H04,0.0117971488292971,0.0083213094036973,0.0116834205974495,0.0083276548411107
333,204,BEACH 67 ST,H06,0.0110997212085222,0.0079619634978076,0.010999090075107,0.0079677010613828
334,205,BEACH 60 ST,H07,0.0109140993539928,0.0078660006137375,0.0108168436599305,0.0078716285143198
335,206,BEACH 44 ST,H08,0.0106541317200978,0.0077300597135525,0.0105614921837243,0.0077355257442877
336,207,BEACH 36 ST,H09,0.0104847553760179,0.0076405064563721,0.0103950535517027,0.0076458616847296
337,208,BEACH 25 ST,H10,0.010306970143146,0.0075456590003894,0.0102202909728268,0.007550892398887
338,209,FAR ROCKAWAY-MOTT AV,H11,0.0101586513961174,0.0074658584477459,0.0100744459239563,0.007470985653186
339,200,BEACH 90 ST,H12,0.0111720859172047,0.0080053828133085,0.0110702668731366,0.0080113753264946
340,201,BEACH 98 ST,H13,0.0110018053011946,0.0079175733764127,0.0109031008422265,0.0079234605472681
341,202,BEACH 105 ST,H14,0.0108413997306934,0.0078341563954233,0.0107455697955869,0.007839936006249
342,203,ROCKAWAY PARK-BEACH 116 ST,H15,0.0106631357215253,0.0077406453776373,0.0105704338132281,0.0077462963634422
343,80,121 ST,J12,0.0143235762634097,0.0093033383138594,0.0141727509413477,0.009309081939457
344,81,111 ST,J13,0.0141272320957891,0.0091824450057371,0.0139571854811613,0.0091853557052811
345,82,104 ST,J14,0.0146914340882733,0.0094872323949405,0.0145293582605294,0.0094923517664215
346,83,WOODHAVEN BLVD,J15,0.0149156992360531,0.009583811555458,0.0147474347688132,0.0095885882525617
347,84,85 ST-FOREST PKWY,J16,0.0148106568136439,0.0094876227679584,0.0146186257334706,0.0094889569927559
348,85,75 ST-ELDERTS LN,J17,0.0154419109696459,0.0098038771270489,0.0152592451176564,0.0098080009630095
349,86,CYPRESS HILLS,J19,0.0151807167837096,0.0096423479351333,0.01497708960576,0.0096430459089303
350,87,CRESCENT ST,J20,0.0158923678250742,0.0099869805937647,0.0156967194911801,0.009990582249488
351,88,NORWOOD AV,J21,0.016146004469944,0.0100875382966316,0.0159428499423247,0.0100908565990809
352,89,CLEVELAND ST,J22,0.0159978343547927,0.0099641161286657,0.0157539986891664,0.0099637406954347
353,90,VAN SICLEN AV,J23,0.0166700933529671,0.0102826904239761,0.0164278128054896,0.0102854856592544
354,91,ALABAMA AV,J24,0.0166120540486188,0.010190973621542,0.016316267037109,0.010189825508163
355,93,CHAUNCEY ST,J28,0.0173556908245113,0.010566241762229,0.0171435891400179,0.0105730615602208
356,94,HALSEY ST,J29,0.0171525648228573,0.0104562769816371,0.0169607183174208,0.0104633049762714
357,95,GATES AV,J30,0.0177142695098471,0.0107290448720188,0.017564735051687,0.0107428576061616
358,96,KOSCIUSZKO ST,J31,0.017597721046812,0.0106441015750196,0.0174423029669875,0.0106576581736325
359,118,3 AV,L05,0.020927442941462,0.0121429459544567,0.0209418878180517,0.0121412915352105
360,119,1 AV,L06,0.0206596572576691,0.0120542584755362,0.0206600458940301,0.0120477267691626
361,120,BEDFORD AV,L08,0.0194285658360535,0.0116388529814062,0.0193006515561468,0.0115899274867643
362,122,GRAHAM AV,L11,0.0190612209561338,0.0114710108881993,0.0187725314969944,0.0113876023297449
363,123,GRAND ST,L12,0.0189330485989827,0.0114102199254926,0.0185659775878834,0.0113125077646945
364,124,MONTROSE AV,L13,0.0188145353934591,0.0113425842833133,0.0183457329658248,0.0112280648861806
365,125,MORGAN AV,L14,0.018691971628703,0.0112602421523829,0.0180963583648471,0.0111259022087867
366,126,JEFFERSON ST,L15,0.0185528435430435,0.0111475473255658,0.017777291857015,0.0109878834756431
367,127,DEKALB AV,L16,0.018486400092938,0.0110877083867956,0.017611412100533,0.0109135711459958
368,129,HALSEY ST,L19,0.0183176310501519,0.010936200165427,0.0172250140427343,0.0107030415024183
369,130,WILSON AV,L20,0.0191443385610667,0.0118521633560938,0.0170877990814336,0.0106019508595076
370,131,BUSHWICK AV-ABERDEEN ST,L21,0.0181165763404096,0.0108121100319712,0.0169939099486126,0.0105227774986359
371,133,ATLANTIC AV,L24,0.0187608589058176,0.0117277977399974,0.0167818579111659,0.0103929963747437
372,134,SUTTER AV,L25,0.0176210500662801,0.0106038782858273,0.0165168758339785,0.0102653202909391
373,136,NEW LOTS AV,L27,0.0170006793430946,0.0103643057122827,0.0159394913611905,0.0100187241418552
374,137,EAST 105 ST,L28,0.0164244347279991,0.010147265888833,0.0154319204840002,0.0098157969502889
375,138,CANARSIE-ROCKAWAY PKWY,L29,0.0161345945191396,0.0100358839387189,0.0151757908999896,0.0097115406921674
376,108,MIDDLE VILLAGE-METROPOLITAN AV,M01,0.017898029905298,0.0110290333438883,0.0153919723019626,0.009893965407688
377,109,FRESH POND RD,M04,0.0168261497071687,0.0102572445279807,0.0158550216621804,0.010083259698625
378,110,FOREST AV,M05,0.0170540722263966,0.0103790987950514,0.0162520002993542,0.0102423687309658
379,111,SENECA AV,M06,0.0172306467119293,0.010470604833088,0.0165329394179783,0.010353243351989
380,113,KNICKERBOCKER AV,M09,0.0177203915596477,0.0107172827363706,0.0172581504229437,0.0106414020531863
381,114,CENTRAL AV,M10,0.0180224566907927,0.0108631307396125,0.017668497236626,0.0108044732801181
382,97,MYRTLE AV,M11,0.0194344808854507,0.0121076015592177,0.0192232873887853,0.0120786757625612
383,98,FLUSHING AV,M12,0.0194662521058652,0.0120891137772971,0.0192977390698926,0.0120646935969666
384,99,LORIMER ST,M13,0.0197963237667148,0.0122426464685703,0.0196779635146498,0.0122260105669759
385,100,HEWES ST,M14,0.0201277924497668,0.0123869701265353,0.0200462575267384,0.0123774158383539
386,101,MARCY AV,M16,0.0205781185922924,0.0126262640365708,0.0205223352897278,0.0126242854279746
387,103,BOWERY,M19,0.0206956598484625,0.0118517012284666,0.020766330768966,0.0119174079387686
388,107,BROAD ST,M23,0.0199559896052406,0.0116055648352232,0.020038300641165,0.0116742070048672
389,71,8 AV,N02,0.0160056714229954,0.0102255632493877,0.0155981090476558,0.0101340939981104
390,72,FORT HAMILTON PKWY,N03,0.0158055836524618,0.010100858050093,0.0152695274341773,0.0099967560506705
391,74,18 AV,N05,0.0152377508516877,0.009783824717628,0.0144877863204078,0.0096610205806556
392,75,20 AV,N06,0.014943489201952,0.0096716081521376,0.01424128579714,0.0095523803905936
393,76,BAY PKWY,N07,0.0146173906786283,0.0095460145870356,0.0139727081978044,0.0094309617118624
394,77,KINGS HWY,N08,0.0142165819423138,0.0093896338838055,0.0136453416784049,0.0092795297844143
395,78,AVENUE U,N09,0.0139310091739443,0.0092687529761341,0.0133981828659622,0.0091624915127414
396,79,86 ST,N10,0.0137615618642125,0.0092011307705979,0.0132722840627532,0.0090992213100546
397,477,72 ST,Q03,0.0205211944877208,0.0122998690210109,0.0206232355571716,0.0123563900552593
398,476,86 ST,Q04,0.0195087936406534,0.0119288314919791,0.0196010993584634,0.0119820266182241
399,475,96 ST,Q05,0.0188513219244238,0.011679752896434,0.0189375291484127,0.0117307572973221
400,1,ASTORIA-DITMARS BLVD,R01,0.0162423821666707,0.0106706835224333,0.0162806990021471,0.010717682261622
401,2,ASTORIA BLVD,R03,0.0167045551677408,0.0108682307883276,0.016745043274554,0.0109169714899278
402,3,30 AV,R04,0.0170339616129821,0.0110067142971119,0.0170759997179104,0.0110566808090073
403,4,BROADWAY,R05,0.01748399724184,0.0111928758026987,0.0175281526368913,0.0112444947262433
404,5,36 AV,R06,0.017961352240468,0.0113866061692235,0.0180077593783023,0.011439952807696
405,6,39 AV-DUTCH KILLS,R08,0.0183511648264973,0.0115420343826156,0.0183994103880433,0.011596771196314
406,8,5 AV/59 ST,R13,0.0215909619707111,0.0130625300718811,0.0216999157383138,0.0131074346833284
407,9,57 ST-7 AV,R14,0.0225467787960006,0.0135743735419422,0.0226516494055166,0.0136195248509876
408,10,49 ST,R15,0.0222445745586202,0.0133152814897886,0.0223815152223656,0.0133710758526648
409,13,28 ST,R18,0.0221093072055584,0.0131474796524158,0.0222424357293384,0.0132144819562936
410,14,23 ST,R19,0.0220229453206321,0.0131172714779458,0.0221481741645056,0.0131844203291641
411,16,8 ST-NYU,R21,0.0218852674960785,0.0130744773589333,0.0220086837028164,0.0131413032644318
412,17,PRINCE ST,R22,0.0216570850593105,0.0129933805319078,0.0217828420395899,0.0130575503772684
413,20,CITY HALL,R24,0.0213236379942986,0.0128745282543936,0.0214364277416149,0.0129332781167463
414,22,RECTOR ST,R26,0.0210928535036858,0.0127919197731312,0.0211951179829759,0.0128464746870807
415,26,DEKALB AV,R30,0.0225630642783162,0.0136361437350873,0.022567630696571,0.0136458581768552
416,28,UNION ST,R32,0.0193185848542571,0.0119728530002209,0.0193419378582795,0.0119836438211462
417,30,PROSPECT AV,R34,0.0182098120224224,0.0115413741650722,0.0181944942293619,0.0115313942988857
418,31,25 ST,R35,0.0177119823654679,0.0113376738744477,0.0176738905404158,0.0113183505926907
419,32,36 ST,R36,0.0185415760600352,0.0120009553438967,0.0184417653810985,0.0119761998769082
420,33,45 ST,R39,0.0166901205605974,0.0108930649129525,0.0165723042867709,0.010850334848477
421,34,53 ST,R40,0.0163982039040822,0.010747686111901,0.0162224996117304,0.0106958993175472
422,36,BAY RIDGE AV,R42,0.0156060143173031,0.0103797313016589,0.0153842447048398,0.0103211424592611
423,37,77 ST,R43,0.0152398333446601,0.0102164599074555,0.0150283377984233,0.0101597218878656
424,38,86 ST,R44,0.0147703761794614,0.0100033180673391,0.0145716739021559,0.0099489392265857
425,39,BAY RIDGE-95 ST,R45,0.0143882860478439,0.0098265873666673,0.0141996836156439,0.0097741165443442
426,141,PARK PL,S03,0.0170717881632418,0.0096426491635934,0.0169818109465849,0.0096375760102297
427,X12,,X12,0.0169035817498232,0.009889124120045,,
428,X14,,X14,0.0168627422094601,0.0098020203205643,,
429,X15,,X15,0.0169025395146318,0.0098097038941662,,
430,X6,,X6,0.0166239837739416,0.0100004666412882,,
431,X7,,X7,0.0164637472029675,0.0099490476740251,,
432,X8,,X8,0.0165089224956452,0.0099640946810537,,
